results/title,results/features/0/genre_ids,results/features/0/production_companies/0,results/features/0/release_date,results/features/0/vote_average,results/features/0/vote_count,results/features/0/budget,results/features/0/star_popularity,,labels
Ghost Rider: Spirit of Vengeance,28,5,11/12/2011,5,2942,57000000,21.264,,TRUE
Pirates of the Caribbean: Dead Man's Chest,12,2,06/07/2006,7.3,12802,200000000,17.926,,TRUE
12 Rounds,28,1557,19/03/2009,5.9,570,20000000,8.98,,FALSE
The Warrior's Way,12,2965,01/12/2010,6.6,412,42000000,2.562,,FALSE
The Hangover Part III,35,3527,23/05/2013,6.2,7063,103000000,11.726,,TRUE
The Grey,18,10427,14/09/2011,6.6,3068,25000000,19.304,,TRUE
Beverly Hills Chihuahua,35,2,03/10/2008,5.3,820,20000000,12.13,,TRUE
Transformers: The Last Knight,28,22826,16/06/2017,6.1,4727,217000000,24.719,,TRUE
Odd Thomas,9648,10843,29/01/2013,6.9,928,27000000,3.422,,FALSE
Shrek the Third,14,521,17/05/2007,6.2,7000,160000000,5.468,,TRUE
Child's Play 2,27,33,09/11/1990,6.2,1257,13000000,3.062,,TRUE
The Losers,28,1786,23/04/2010,6.3,1343,25000000,8.737,,FALSE
Maze Runner: The Scorch Trials,878,12292,09/09/2015,6.7,8520,61000000,9.771,,TRUE
Bad Boys for Life,53,5,15/01/2020,7.2,6667,90000000,20.242,,TRUE
Stan Helsing,35,2865,27/10/2009,4.2,341,108,7.746,,FALSE
TRON: Legacy,12,76043,14/12/2010,6.4,5767,170000000,2.095,,TRUE
The Matrix,28,79,30/03/1999,8.2,20270,63000000,26.532,,TRUE
The Fate of the Furious,28,33,12/04/2017,6.9,8623,250000000,24.857,,TRUE
The Dark Knight Rises,28,9996,16/07/2012,7.8,18615,250000000,14.314,,TRUE
The Twilight Saga: Breaking Dawn - Part 1,12,491,16/11/2011,6.2,7266,110000000,22.187,,TRUE
The New Mutants,27,7505,26/08/2020,6.3,2410,67000000,10.296,,FALSE
101 Dalmatians,10751,2173,27/11/1996,5.9,2676,54000000,5.13,,TRUE
Pinocchio,16,3166,23/02/1940,7.1,4630,2600000,0.6,,TRUE
Brother Bear,12,6125,23/10/2003,7.2,4318,128000000,10.781,,TRUE
Super 8,53,11461,08/06/2011,6.7,5443,50000000,4.199,,TRUE
Despicable Me 2,16,6704,26/06/2013,6.9,9412,76000000,13.271,,TRUE
Kung Fu Panda,28,521,04/06/2008,7.2,8867,130000000,9.805,,TRUE
Rise of the Guardians,10751,521,21/11/2012,7.3,5357,145000000,10.813,,TRUE
Star Wars: The Rise of Skywalker,28,1,18/12/2019,6.5,7246,250000000,5.78,,TRUE
Shazam!,28,9993,29/03/2019,7.1,7064,80000000,4.795,,TRUE
Curse of Chucky,27,17009,04/10/2013,5.9,1136,5000000,8.834,,FALSE
22 Jump Street,80,5,05/06/2014,6.9,6658,50000000,9.161,,TRUE
Madagascar,10751,520,25/05/2005,6.9,8695,75000000,8.008,,TRUE
Furious 7,28,87857,01/04/2015,7.3,8779,190000000,24.857,,TRUE
Salt,28,11845,21/07/2010,6.4,4407,110000000,14.372,,TRUE
Inside Out,16,3,09/06/2015,7.9,17172,175000000,3.835,,TRUE
Bambi,16,3166,14/08/1942,7,4484,858000,2.557,,TRUE
Special Forces,28,24455,02/11/2011,6.7,399,10000000,6.928,,FALSE
No Strings Attached,35,817,21/01/2011,6.3,3867,25000000,9.743,,TRUE
Fantastic Beasts and Where to Find Them,12,437,16/11/2016,7.4,15833,180000000,6.826,,TRUE
Need for Speed,28,76043,12/03/2014,6.3,3422,66000000,8.672,,TRUE
Blended,35,20788,21/05/2014,6.8,2652,40000000,7.896,,TRUE
The Equalizer,53,41096,24/09/2014,7.2,6899,55000000,15.757,,TRUE
Zootopia,16,6125,11/02/2016,7.7,13430,150000000,8.25,,TRUE
The Meg,28,56242,09/08/2018,6.2,5559,150000000,36.825,,TRUE
Conan the Barbarian,12,552,17/08/2011,5.3,1459,90000000,29.578,,FALSE
White Snake,10749,67089,11/01/2019,7.8,245,11936735,2.846,,TRUE
Child's Play 3,27,33,30/08/1991,5.9,1082,13000000,6.157,,TRUE
Bad Lieutenant: Port of Call - New Orleans,18,925,21/05/2009,6.1,824,25000000,21.264,,FALSE
Wonder Woman,28,507,30/05/2017,7.3,17092,149000000,26.855,,TRUE
Paul,12,33,14/02/2011,6.7,4530,40000000,9.181,,TRUE
Wild Card,53,59490,14/01/2015,5.6,1397,30000000,36.825,,FALSE
Cherry,18,106544,26/02/2021,7.5,801,40000000,47.988,,FALSE
Insurgent,28,491,18/03/2015,6.4,8624,110000000,10.698,,TRUE
Wrong Turn 3: Left for Dead,27,47,20/10/2009,5.6,781,3000000,2.347,,FALSE
White House Down,28,34981,27/06/2013,6.4,3850,150000000,10.405,,TRUE
Don't Look Up,18,125055,07/12/2021,0,0,75000000,11.42,,FALSE
Confessions of a Shopaholic,35,9195,05/02/2009,6.4,2228,40000000,5.653,,TRUE
One Hundred and One Dalmatians,12,3166,25/01/1961,7.1,5025,4000000,2.61,,TRUE
Underworld: Awakening,14,3287,19/01/2012,6.3,3351,70000000,18.2,,TRUE
The Fox and the Hound 2,12,5391,09/11/2006,6.1,515,24000000,2.253,,FALSE
Ice Age: The Meltdown,16,11749,29/03/2006,6.7,7927,80000000,6.698,,TRUE
The A-Team,53,10908,09/06/2010,6.4,3718,110000000,19.304,,TRUE
The Experiment,53,11341,15/07/2010,6.4,925,21800000,16.898,,FALSE
A Bug's Life,12,3,25/11/1998,7,7311,120000000,1.54,,TRUE
Pain & Gain,80,4,18/04/2013,6.2,3540,25000000,24.719,,TRUE
The Shack,18,491,03/03/2017,7.4,1572,20000000,7.894,,TRUE
A Christmas Carol,16,2,04/11/2009,6.8,3578,200000000,16.29,,TRUE
Taken 2,28,6896,27/09/2012,6.3,5433,45000000,19.304,,TRUE
Monsters University,16,3,19/06/2013,7,8686,200000000,7.223,,TRUE
Sex and the City 2,35,79,26/05/2010,6.1,1341,100000000,4.574,,TRUE
Hercules,16,6125,20/06/1997,7.5,5903,85000000,8.137,,TRUE
Kubo and the Two Strings,16,11537,18/08/2016,7.7,2927,60000000,5.356,,TRUE
Dead Like Me: Life After Death,18,21,17/02/2009,6.2,152,5000000,2.644,,FALSE
Ferdinand,16,9383,09/12/2017,7.2,2264,111000000,8.98,,TRUE
Hitman's Wife's Bodyguard,28,1020,14/06/2021,7,912,50000000,41.155,,TRUE
Brave,16,2,21/06/2012,7,11068,185000000,8.316,,TRUE
Dumbo,16,3166,22/10/1941,7,3954,812000,3.713,,TRUE
Skyline,878,12007,11/11/2010,4.9,1239,10000000,4.04,,TRUE
Megamind,16,521,28/10/2010,6.9,5321,130000000,8.111,,TRUE
Tarzan,10751,6125,18/06/1999,7.4,5351,130000000,3.282,,TRUE
Maze Runner: The Death Cure,878,3672,10/01/2018,7.1,6094,62000000,9.771,,TRUE
Pacific Rim: Uprising,28,923,21/03/2018,6.1,3804,150000000,2.621,,TRUE
"I Love You, Beth Cooper",35,2890,10/07/2009,5.9,647,18000000,6.29,,FALSE
22 Bullets,18,6896,23/03/2010,6.6,912,24000000,6.013,,FALSE
Dragon Ball Super: Broly,28,5542,14/12/2018,7.8,2117,1000000,3.024,,TRUE
Lolita,18,7981,27/09/1997,7.1,1172,62000000,8.254,,FALSE
Titane,18,49934,14/07/2021,6.7,360,6600000,1.847,,FALSE
The Addams Family,10751,75234,10/10/2019,6.7,1634,40000000,14.261,,TRUE
The Emperor's New Groove,12,6125,15/12/2000,7.6,5197,100000000,5.115,,TRUE
Now You See Me,53,491,29/05/2013,7.4,13181,75000000,20.036,,TRUE
Mad Max: Fury Road,28,2537,13/05/2015,7.5,18673,150000000,66.759,,TRUE
American Sniper,10752,41624,25/12/2014,7.4,10659,58800000,11.726,,TRUE
Den of Thieves,28,2995,18/01/2018,6.7,2173,30000000,12.856,,TRUE
John Wick,28,491,22/10/2014,7.4,15016,20000000,26.532,,TRUE
Shrek Forever After,35,521,16/05/2010,6.3,5660,165000000,5.468,,TRUE
Beauty and the Beast,10749,6125,22/10/1991,7.7,8059,25000000,1.4,,TRUE
Hitman: Agent 47,28,86352,20/08/2015,5.8,2425,35000000,11.207,,TRUE
Alien: Covenant,27,1645,09/05/2017,6,6787,97000000,10.205,,TRUE
X-Men: Apocalypse,28,431,18/05/2016,6.5,10863,178000000,14.368,,TRUE
A Quiet Place,27,4,03/04/2018,7.4,10968,17000000,22.36,,TRUE
The SpongeBob SquarePants Movie,10751,4,14/11/2004,6.9,2160,30000000,5.703,,TRUE
Ant-Man and the Wasp,28,420,04/07/2018,7,10461,140000000,27.424,,TRUE
Hercules,28,4,23/07/2014,5.7,3390,100000000,49.662,,TRUE
Spirited Away,16,10342,20/07/2001,8.5,12092,19000000,3.688,,TRUE
Season of the Witch,12,507,07/01/2011,5.4,1925,40000000,21.264,,TRUE
Limitless,53,7295,08/03/2011,7.2,8631,27000000,11.726,,TRUE
State of Play,53,1683,17/04/2009,6.8,1435,60000000,9.386,,TRUE
Ant-Man,878,420,14/07/2015,7.1,16318,130000000,27.424,,TRUE
Aquaman,28,429,06/07/2018,6.9,11100,160000000,29.578,,TRUE
Power Rangers,878,1632,23/03/2017,6.3,3713,100000000,6.942,,TRUE
Knight and Day,28,21845,15/06/2010,6.2,3524,117000000,18.064,,TRUE
Bedtime Stories,14,2,24/12/2008,6.1,2292,80000000,7.896,,TRUE
Lockout,28,6896,12/04/2012,5.9,1452,20000000,15.001,,TRUE
Aladdin,12,2,22/05/2019,7.1,8196,183000000,3.078,,TRUE
Apocalypto,28,4564,07/12/2006,7.5,4148,40000000,2.203,,TRUE
Benedetta,18,8997,09/07/2021,6.6,166,24350000,7.346,,FALSE
Machete,28,10808,01/09/2010,6.3,2588,20000000,5.444,,TRUE
Robin Hood,12,1645,12/05/2010,6.4,3649,200000000,9.386,,TRUE
Jupiter Ascending,878,450,04/02/2015,5.4,5690,176000003,10.405,,TRUE
Hummingbird,28,1632,07/05/2013,6.2,1291,20000000,36.825,,FALSE
Pirates of the Caribbean: Dead Men Tell No Tales,12,2,23/05/2017,6.6,9685,230000000,17.926,,TRUE
Logan,28,25,28/02/2017,7.8,16245,97000000,12.278,,TRUE
Blood Red Sky,27,5754,23/07/2021,7.1,964,17739525,6.512,,FALSE
The Purge,878,33,31/05/2013,6.3,6931,3000000,9.851,,TRUE
Wrong Turn 2: Dead End,27,25,25/08/2007,6,948,4000000,6.358,,FALSE
Suicide Squad,28,9993,03/08/2016,5.9,18176,175000000,20.242,,TRUE
Godzilla: King of the Monsters,878,923,29/05/2019,6.7,4507,170000000,4.428,,TRUE
Cinderella,10749,2,12/03/2015,6.8,6049,95000000,10.115,,TRUE
Despicable Me,10751,6704,08/07/2010,7.2,12676,69000000,13.271,,TRUE
Sanctum,28,33,03/02/2011,5.9,774,30000000,2.561,,TRUE
The Angry Birds Movie 2,16,91920,02/08/2019,7.2,1175,65000000,9.41,,TRUE
The Expendables 3,28,342,04/08/2014,6.2,3956,90000000,16.218,,TRUE
Fantasia,16,2,13/11/1940,7.4,2325,2280000,0.6,,TRUE
How to Train Your Dragon 2,14,521,05/06/2014,7.7,7755,145000000,5.924,,TRUE
Lucy,28,6896,25/07/2014,6.4,13556,40000000,35.388,,TRUE
Escape Plan 2: Hades,28,90968,05/06/2018,5.1,1076,20000000,16.218,,FALSE
xXx: Return of Xander Cage,28,88943,13/01/2017,5.8,5044,85000000,24.857,,TRUE
Zombieland,35,11733,07/10/2009,7.3,9918,23600000,20.036,,TRUE
Jennifer's Body,27,2890,18/09/2009,5.8,2787,16000000,15.591,,TRUE
Annabelle Comes Home,27,76907,26/06/2019,6.4,2555,30000000,23.142,,TRUE
Rio,16,9383,03/04/2011,6.7,5292,90000000,5.739,,TRUE
Coming 2 America,35,4,05/03/2021,6.7,1632,60000000,6.975,,FALSE
Orphan,27,174,24/07/2009,6.9,3846,20000000,19.162,,TRUE
Total Recall,28,85921,02/08/2012,6,4496,125000000,10.262,,TRUE
Jumanji: Welcome to the Jungle,12,350,09/12/2017,6.8,11211,90000000,49.662,,TRUE
The Gentlemen,28,14,03/12/2019,7.7,3731,22000000,11.322,,TRUE
The Other Guys,35,5,06/08/2010,6.3,3222,100000000,8.111,,TRUE
The French Dispatch,18,23449,21/10/2021,7.4,595,25000000,5.957,,TRUE
Sausage Party,16,5,11/07/2016,5.7,5961,19000000,9.181,,TRUE
Blade Runner 2049,878,79529,04/10/2017,7.5,10163,150000000,4.966,,TRUE
The Jungle Book,10751,3166,18/10/1967,7.3,5068,4000000,0.84,,TRUE
Ice Age: Collision Course,12,9383,23/06/2016,6,3561,105000000,6.698,,TRUE
White Chicks,35,5,23/06/2004,6.9,2753,37000000,3.821,,TRUE
Divergent,28,491,14/03/2014,6.9,10877,85000000,10.698,,TRUE
Rango,16,4,02/03/2011,6.7,5030,135000000,17.926,,TRUE
Miss Peregrine's Home for Peculiar Children,18,10893,27/09/2016,6.8,8401,110000000,19.966,,TRUE
The Passion of the Christ,18,152,25/02/2004,7.4,3177,30000000,6.227,,TRUE
Couples Retreat,35,4403,19/09/2009,5.5,1537,70000000,7.681,,TRUE
The Book of Life,16,2787,01/10/2014,7.5,2053,50000000,9.556,,TRUE
Colombiana,28,11473,27/07/2011,6.6,2011,40000000,22.187,,TRUE
Cars,16,3,08/06/2006,6.9,11067,120000000,23.511,,TRUE
Star Wars: The Force Awakens,28,1,15/12/2015,7.3,16387,245000000,10.614,,TRUE
The Twilight Saga: New Moon,12,491,18/11/2009,6,7572,50000000,22.187,,TRUE
The Hitman's Bodyguard,53,48738,16/08/2017,6.9,4790,30000000,41.155,,TRUE
Descendants 3,10751,3213,02/08/2019,7.9,1160,15000000,11.876,,FALSE
Kingsman: The Secret Service,80,25,13/12/2014,7.6,13655,81000000,7.384,,TRUE
Trolls,10751,521,13/10/2016,6.7,2906,125000000,8.3,,TRUE
13 Assassins,12,882,09/09/2010,7.3,792,6000000,3.609,,TRUE
Alice in Wonderland,16,6125,28/07/1951,7.2,4723,3000000,1.996,,TRUE
The Three Stooges,35,8890,13/04/2012,5.7,415,30000000,7.751,,TRUE
Home Alone 3,35,25,12/12/1997,5.3,2311,32000000,6.729,,TRUE
The Hunger Games: Mockingjay - Part 2,28,1632,18/11/2015,6.9,10157,160000000,11.42,,TRUE
That's My Boy,35,7295,14/06/2012,5.7,1365,70000000,7.896,,FALSE
Life of Pi,12,711,20/11/2012,7.4,11180,120000000,1.13,,TRUE
The Exorcist,27,48184,31/05/1973,7.7,5986,8000000,3.122,,TRUE
Zombieland: Double Tap,27,11733,09/10/2019,7,4142,42000000,20.036,,TRUE
How to Train Your Dragon,14,521,10/03/2010,7.8,10462,165000000,5.924,,TRUE
The Princess and the Frog,10749,2,08/12/2009,7.1,4210,105000000,9.748,,TRUE
The Man from Nowhere,28,868,04/08/2010,7.7,922,1255000,3.963,,TRUE
Kung Fu Panda 3,28,76266,23/01/2016,6.8,4414,145000000,9.805,,TRUE
The Magnificent Seven,12,1423,14/09/2016,6.3,4820,90000000,15.757,,TRUE
Now You See Me 2,53,491,02/06/2016,6.8,9096,90000000,5.739,,TRUE
Aladdin,16,2,25/11/1992,7.6,9282,28000000,2.456,,TRUE
I'm Not Ashamed,18,85627,21/10/2016,7.4,191,1500000,1.4,,TRUE
Superman: Doomsday,28,429,18/09/2007,6.7,440,3500000,4.974,,FALSE
The Dark Knight,18,429,14/07/2008,8.5,26268,185000000,14.314,,TRUE
Miracles from Heaven,18,5,17/03/2016,7.4,922,16000000,7.525,,TRUE
Rampage,28,73118,12/04/2018,6.5,5603,120000000,49.662,,TRUE
Madagascar 3: Europe's Most Wanted,16,521,06/06/2012,6.6,4878,145000000,8.008,,TRUE
Cowboys & Aliens,28,7,29/07/2011,5.6,4141,163000000,20.533,,TRUE
Death Race 2,28,9137,12/11/2010,5.8,839,7000000,6.138,,FALSE
21 Jump Street,28,5,14/03/2012,6.9,8557,42000000,9.161,,TRUE
Kaamelott - The First Chapter,12,2902,21/07/2021,7.2,325,17516235,2.731,,TRUE
Dirty Grandpa,35,73666,20/01/2016,5.9,3634,11500000,9.517,,TRUE
Spy,28,7076,06/05/2015,6.8,5087,65000000,18.605,,TRUE
Casino Royale,12,7576,14/11/2006,7.5,8481,150000000,20.533,,TRUE
Stillwater,18,10039,29/07/2021,7,375,20000000,17.865,,FALSE
Skyscraper,28,34081,11/07/2018,6.3,3950,125000000,49.662,,TRUE
Baby Driver,28,443,28/06/2017,7.5,12569,34000000,6.642,,TRUE
Despicable Me 3,28,6704,15/06/2017,6.4,5749,80000000,13.271,,TRUE
Fifty Shades of Black,10749,10427,28/01/2016,4.9,1109,20000000,4.677,,TRUE
3 Idiots,18,3781,23/12/2009,8,1723,9000000,2.72,,TRUE
Alita: Battle Angel,28,10807,31/01/2019,7.2,7067,170000000,10.928,,TRUE
Kung Fu Panda 2,16,521,25/05/2011,6.9,5278,150000000,9.805,,TRUE
Sicario,28,3528,17/09/2015,7.4,6536,30000000,22.36,,TRUE
A Haunted House,35,10427,11/01/2013,5.7,1348,2500000,4.677,,TRUE
How to Train Your Dragon: The Hidden World,16,521,03/01/2019,7.8,4826,129000000,5.924,,TRUE
Don't Breathe,27,3287,08/06/2016,7,5782,9900000,11.577,,TRUE
Constantine,14,79,08/02/2005,7,5254,100000000,26.532,,TRUE
A Good Day to Die Hard,28,2735,06/02/2013,5.3,5375,92000000,23.315,,TRUE
The Fault in Our Stars,10749,22213,16/05/2014,7.6,9685,12000000,10.698,,TRUE
Scary Movie 2,35,10958,04/07/2001,5.8,3533,45000000,12.685,,TRUE
Annabelle: Creation,27,76907,03/08/2017,6.6,4539,15000000,4.705,,TRUE
Creed II,18,21,21/11/2018,6.9,3964,50000000,10.298,,TRUE
Wild Child,35,33,15/08/2008,6.7,1534,20000000,11.061,,TRUE
"Big Mommas: Like Father, Like Son",80,508,16/02/2011,5.6,951,32000000,13.175,,TRUE
Edge of Tomorrow,28,41624,27/05/2014,7.6,11134,178000000,18.064,,TRUE
Marley & Me,35,5219,25/12/2008,7.2,3797,60000000,23.511,,TRUE
Bumblebee,28,2598,15/12/2018,6.7,4686,135000000,51.582,,TRUE
X-Men: Days of Future Past,28,7505,15/05/2014,7.5,12913,250000000,12.278,,TRUE
Captain America: The Winter Soldier,28,420,20/03/2014,7.7,15302,170000000,11.369,,TRUE
The Iron Giant,10751,174,06/08/1999,7.9,4283,70000000,3.601,,FALSE
The Mortal Instruments: City of Bones,14,3287,21/08/2013,6.4,3898,60000000,11.696,,TRUE
Hustlers,18,13184,12/09/2019,6.5,2386,20000000,4.411,,TRUE
Igor,16,2879,19/09/2008,5.9,440,25000000,6.398,,TRUE
The Cat in the Hat,10751,33,21/11/2003,5.3,1248,109000000,5.468,,TRUE
The Predator,878,1302,05/09/2018,5.6,3560,88000000,8.279,,TRUE
A Walk Among the Tombstones,80,39043,18/09/2014,6.3,2279,28000000,19.304,,TRUE
WALL·E,16,3,22/06/2008,8.1,15039,180000000,2.471,,TRUE
Stuart Little,10751,58331,17/12/1999,6,3430,133000000,5.158,,TRUE
The Wolf of Snow Hollow,27,46453,23/10/2020,6.1,195,2000000,1.132,,FALSE
Teenage Mutant Ninja Turtles: Out of the Shadows,28,47354,01/06/2016,6,2743,135000000,15.591,,TRUE
Paul Blart: Mall Cop,28,46222,15/01/2009,5.4,1966,26000000,5.206,,TRUE
Brian Banks,18,33603,09/08/2019,7.3,118,10,2.553,,FALSE
Rambo: Last Blood,28,1020,19/09/2019,6.5,2856,50000000,16.218,,TRUE
Django Unchained,18,308,25/12/2012,8.1,21577,100000000,9.973,,TRUE
Wrong Turn 5: Bloodlines,27,491,23/10/2012,5.3,655,3000000,2.848,,FALSE
Mission: Impossible - Ghost Protocol,28,4,07/12/2011,7,7978,145000000,18.064,,TRUE
13 Hours: The Secret Soldiers of Benghazi,10752,4,14/01/2016,7.2,2578,50000000,8.448,,TRUE
It,27,41624,06/09/2017,7.2,15849,35000000,11.975,,TRUE
G.I. Joe: Retaliation,878,4,27/03/2013,5.6,4719,130000000,49.662,,TRUE
Underdogs,16,5517,18/07/2013,6.5,328,22000000,0.98,,TRUE
The Expendables 2,28,925,08/08/2012,6.3,5488,100000000,16.218,,TRUE
Red Dawn,28,1836,15/03/2012,5.6,1254,65000000,16.885,,FALSE
Year One,35,5,18/06/2009,4.9,1433,60000000,9.805,,TRUE
A Dog's Purpose,12,56,19/01/2017,7.6,2583,22000000,5.741,,TRUE
The Last Witch Hunter,14,24097,21/10/2015,5.9,2988,90000000,24.857,,TRUE
Beauty and the Beast,10751,2,16/03/2017,7,13774,160000000,17.038,,TRUE
Kingsman: The Golden Circle,28,25,20/09/2017,7,8112,104000000,4.431,,TRUE
Split,27,33,15/11/2016,7.3,14441,9000000,14.368,,TRUE
(500) Days of Summer,35,43,17/07/2009,7.3,7987,7500000,7.419,,TRUE
Bride Wars,35,711,09/01/2009,6.2,2491,30000000,5.695,,TRUE
Freddy vs. Jason,27,53063,15/08/2003,6,1868,30000000,4.438,,TRUE
The Incredible Hulk,878,420,12/06/2008,6.2,9207,150000000,15.955,,TRUE
He's Just Not That Into You,35,19813,06/02/2009,6.5,2946,40000000,4.161,,TRUE
Wrong Turn,27,53350,30/05/2003,6.3,1910,12600000,7.367,,TRUE
The Aristocats,16,2,24/12/1970,7.3,4033,4000000,1.631,,TRUE
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,35,5441,12/01/1996,6.9,831,3800000,3.821,,TRUE
Olympus Has Fallen,28,1020,20/03/2013,6.3,5488,70000000,12.856,,TRUE
Bolt,16,6125,21/11/2008,6.5,4789,150000000,8.033,,TRUE
Insidious,27,7263,13/09/2010,6.9,5220,1500000,19.369,,TRUE
The Martian,18,1645,30/09/2015,7.7,16318,108000000,17.865,,TRUE
Onward,10751,2,29/02/2020,7.8,4673,200000000,47.988,,FALSE
Bound by Honor,28,915,05/02/1993,8.1,832,35000000,2.709,,FALSE
The Shawshank Redemption,18,97,23/09/1994,8.7,20190,25000000,7.508,,TRUE
Fantastic Beasts: The Crimes of Grindelwald,12,174,14/11/2018,6.9,8532,200000000,6.826,,TRUE
Snow White and the Huntsman,12,33,30/05/2012,6,6771,170000000,22.187,,TRUE
Peter Pan,16,6,05/02/1953,7.2,4308,4000000,0.987,,TRUE
Rio 2,10751,9383,19/03/2014,6.5,2696,103000000,5.739,,TRUE
Empire State,28,46961,03/09/2013,5.4,534,11000000,6.234,,FALSE
Guardians of the Galaxy,28,420,30/07/2014,7.9,23419,170000000,15.423,,TRUE
A Haunted House 2,35,7625,17/04/2014,6.1,1016,4000000,4.677,,TRUE
Shark Tale,16,521,20/09/2004,6,5225,75000000,20.242,,TRUE
Sweat,18,51112,12/03/2021,6.8,22,1619835,0.98,,FALSE
Star Wars,12,1,25/05/1977,8.2,16318,11000000,7.092,,TRUE
Avatar 2,28,1246,14/12/2022,0,0,250000000,7.894,,FALSE
Kong: Skull Island,28,923,08/03/2017,6.5,8579,185000000,25.79,,TRUE
The Ugly Truth,35,126,24/07/2009,6.5,2868,38000000,9.749,,TRUE
The Heat,28,7076,27/06/2013,6.6,3266,43000000,14.727,,TRUE
War for the Planet of the Apes,18,25,11/07/2017,7.1,7035,150000000,14.016,,TRUE
The Change-Up,35,33,05/08/2011,6.1,2148,52000000,8.25,,TRUE
Madagascar: Escape 2 Africa,10751,521,30/10/2008,6.4,5463,150000000,8.008,,TRUE
Turbo: A Power Rangers Movie,28,2106,27/03/1997,5.7,203,10000000,1.14,,TRUE
Megalodon,28,1311,10/08/2018,5.6,192,130178,7.147,,FALSE
Central Intelligence,28,33,15/06/2016,6.4,4614,50000000,10.293,,TRUE
Terminator: Dark Fate,28,574,23/10/2019,6.5,3798,185000000,7.654,,TRUE
Wrong Turn 4: Bloody Beginnings,27,491,17/10/2011,5.7,741,3000000,1.788,,FALSE
Spy Kids 3-D: Game Over,28,7405,25/07/2003,5.1,1700,38000000,5.97,,TRUE
Creed,18,21,25/11/2015,7.4,5691,37000000,10.298,,TRUE
The Chronicles of Narnia: Prince Caspian,12,2,15/05/2008,6.6,5087,225000000,14.082,,TRUE
American Reunion,35,33,04/04/2012,6.3,3654,50000000,4.095,,TRUE
Godzilla,28,41624,14/05/2014,6.2,7286,160000000,7.613,,TRUE
Knock Knock,18,55497,26/06/2015,5.2,2341,2500000,26.532,,TRUE
Forrest Gump,35,4,06/07/1994,8.5,21650,55000000,22.904,,TRUE
Saint Seiya: Legend of Sanctuary,28,5542,21/06/2014,6.4,504,23000000,4.103,,FALSE
The Fox and the Hound,12,2,10/07/1981,7.1,2557,12000000,2.502,,TRUE
Lady and the Tramp,10751,2,22/06/1955,7.1,4231,4000000,1.108,,TRUE
Underworld: Blood Wars,14,126,24/11/2016,5.8,3041,35000000,18.2,,TRUE
Spy Kids,28,10807,18/03/2001,5.8,2686,35000000,4.687,,TRUE
Howl's Moving Castle,14,10342,19/11/2004,8.4,6833,24000000,2.203,,TRUE
Red Tails,18,1,19/01/2012,6.5,465,58000000,7.729,,FALSE
Justice League,28,429,15/11/2017,6.2,10931,300000000,7.925,,TRUE
Dead Silence,27,23019,16/03/2007,6.4,1699,20000000,2.973,,TRUE
Soul Surfer,10751,138269,08/04/2011,7.1,986,18000000,5.824,,TRUE
Drive,18,7263,06/08/2011,7.6,9823,15000000,4.966,,TRUE
Taken,28,11845,18/02/2008,7.4,9112,25000000,19.304,,TRUE
Glass,53,33,16/01/2019,6.7,6628,20000000,14.368,,TRUE
The Call of the Wild,12,787,19/02/2020,7.6,2710,109000000,10.614,,FALSE
Cloudy with a Chance of Meatballs,16,2251,17/09/2009,6.6,4623,100000000,6.429,,TRUE
Death Race: Inferno,28,9137,04/01/2013,5.8,566,6500000,6.138,,FALSE
Alvin and the Chipmunks,35,711,13/12/2007,5.8,3527,60000000,8.48,,TRUE
Sicario: Day of the Soldado,28,3528,27/06/2018,6.9,2550,35000000,5.957,,TRUE
The SpongeBob Movie: Sponge Out of Water,10751,24955,28/01/2015,6.1,1872,74000000,5.703,,TRUE
Funny People,35,5,30/07/2009,5.9,973,75000000,7.896,,FALSE
Goosebumps,12,333,05/08/2015,6.3,3094,58000000,9.805,,TRUE
The Wild,10751,2,06/03/2006,5.5,797,80000000,8.029,,FALSE
The Transporter Refueled,28,6896,02/09/2015,5.5,1198,25000000,7.546,,TRUE
Ocean's Eight,80,79,07/06/2018,7,6753,70000000,9.875,,TRUE
The Godfather,18,4,14/03/1972,8.7,15120,6000000,8.024,,TRUE
Transformers: Revenge of the Fallen,878,7,19/06/2009,6.1,6762,200000000,9.026,,TRUE
Sherlock Holmes: A Game of Shadows,12,174,22/11/2011,7.1,8622,125000000,20.481,,TRUE
Little Women,18,5,25/12/2019,7.9,4296,40000000,5.228,,TRUE
Independence Day: Resurgence,28,25,22/06/2016,5.2,5068,165000000,6.234,,TRUE
The Princess Switch: Switched Again,10751,2090,19/11/2020,7,647,10000000,9.113,,FALSE
Once Upon a Time… in Hollywood,35,437,24/07/2019,7.4,9626,95000000,19.353,,TRUE
